105.26 -7.19 47 1.31 -2.26 0.95 0.92 0.41 0.74 23 X Y 201504091820A  
113.01 -9.57 55 1.67 0.61 -2.28 -0.35 -1.03 1.19 23 X Y 201505010246A  
111.49 -11.21 17 -2.47 1.72 0.75 0.53 -0.40 0.28 23 X Y 201507141320A  
109.04 -8.27 88 1.27 -0.68 -0.59 -0.66 0.59 -1.59 24 X Y 201507242144A  
112.82 -9.45 44 0.61 0.26 -0.87 0.32 0.05 0.28 25 X Y 201507260705A  
115.97 -9.93 41 2.99 -3.45 0.46 2.49 1.16 -0.81 23 X Y 201508060505A  
107.35 -8.13 50 1.17 -0.15 -1.03 -0.06 -0.23 -0.62 24 X Y 201509042008A  
107.68 -8.08 15 -0.02 -0.03 0.05 0.82 -0.66 0.09 24 X Y 201510100903A  
111.26 -10.34 24 -2.62 3.16 -0.53 -0.38 -0.09 -0.41 23 X Y 201511072057A  
110.33 -8.99 107 -0.97 1.31 -0.34 1.89 0.04 -0.54 24 X Y 201511111145A  
105.92 -7.13 74 1.07 -0.20 -0.87 -0.01 -0.22 -0.90 24 X Y 201511281447A  
107.11 -8.54 33 2.56 -2.48 -0.08 2.39 -0.40 1.09 24 X Y 201512191503A  
107.20 -7.40 132 0.06 -0.94 0.88 1.72 -0.68 -0.97 23 X Y 201602161505A  
111.58 -9.09 56 2.18 -2.67 0.49 0.81 -0.32 0.00 23 X Y 201602252335A  
112.57 -8.99 74 2.45 -3.07 0.62 0.93 0.11 0.41 23 X Y 201603020609A  
107.42 -8.41 42 1.18 -1.17 -0.01 0.87 -0.11 0.38 25 X Y 201604061445A  
107.68 -10.09 18 -0.83 5.29 -4.46 0.82 -1.94 -1.91 23 X Y 201605172108A  
107.45 -8.73 59 1.84 -2.17 0.32 0.41 0.45 1.02 23 X Y 201606111716A  
108.08 -10.54 12 -5.47 6.22 -0.75 4.03 -0.08 -3.04 23 X Y 201607141828A  
111.77 -10.01 22 -2.54 0.98 1.56 -0.36 0.47 -0.59 23 X Y 201609100249A  
108.07 -4.95 623 -0.89 0.40 0.50 -0.42 -0.48 -0.38 26 X Y 201610190026A  
113.18 -9.14 106 0.61 3.23 -3.83 2.24 -0.96 -1.79 24 X Y 201611161510A  
108.74 -9.24 32 0.89 -0.99 0.10 0.82 -0.12 0.20 24 X Y 201701022102A  
113.19 -8.66 153 -0.31 0.39 -0.08 1.84 0.15 -0.63 23 X Y 201702071721A  
107.57 -7.99 79 1.86 -2.43 0.57 0.79 -0.32 0.32 23 X Y 201702151853A  
